2008-06-16	18369459	Liu Y	2008-04-04	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/18369459	A genome-wide association study of psoriasis and psoriatic arthritis identifies new disease loci.	Psoriasis	218 European ancestry cases, 519 European ancestry controls	1,153 European ancestry cases, 1,217 European ancestry controls	13q14.11	13	39776775	COG6	COG6			57511			rs7993214-?	rs7993214	0	7993214	intron_variant	0	0.65	2E-6	5.698970004336019		1.41	[1.22-1.61]	Illumina [305983]	N
2008-06-27	18364390	Capon F	2008-03-25	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/18364390	Identification of ZNF313/RNF114 as a novel psoriasis susceptibility gene.	Psoriasis	318 European ancestry cases, 288 European ancestry controls	2,361 European ancestry cases, 1,927 European ancestry controls	20q13.13	20	49905793	SPATA2	SPATA2			9825			rs495337-?	rs495337	0	495337	synonymous_variant	0	NR	1E-8	8.0		1.25	[1.12-1.39]	Illumina [~ 408000]	N
2008-06-16	18369459	Liu Y	2008-04-04	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/18369459	A genome-wide association study of psoriasis and psoriatic arthritis identifies new disease loci.	Psoriasis	218 European ancestry cases, 519 European ancestry controls	1,153 European ancestry cases, 1,217 European ancestry controls	6p21.33	6	31306778	HLA-C	LOC105375015			105375015			rs10484554-T	rs10484554	0	10484554	downstream_gene_variant	0	0.15	2E-39	38.69897000433602		2.8	[2.40-3.30]	Illumina [305983]	N
2008-06-16	18369459	Liu Y	2008-04-04	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/18369459	A genome-wide association study of psoriasis and psoriatic arthritis identifies new disease loci.	Psoriasis	218 European ancestry cases, 519 European ancestry controls	1,153 European ancestry cases, 1,217 European ancestry controls	6p21.33	6	31464003	HLA-C	HCP5			10866			rs2395029-C	rs2395029	0	2395029	non_coding_transcript_exon_variant	0	0.03	2E-26	25.69897000433602		4.1	[3.10-5.30]	Illumina [305983]	N
2008-06-27	18364390	Capon F	2008-03-25	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/18364390	Identification of ZNF313/RNF114 as a novel psoriasis susceptibility gene.	Psoriasis	318 European ancestry cases, 288 European ancestry controls	2,361 European ancestry cases, 1,927 European ancestry controls	6p21.33	6	31344549	HLA-C	LOC105375015 - HLA-B	105375015	3106		35954	9317	rs3134792-?	rs3134792	0	3134792	intergenic_variant	1	NR	1E-9	9.0				Illumina [~ 408000]	N
2009-02-07	19169255	Zhang XJ	2009-01-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19169255	Psoriasis genome-wide association study identifies susceptibility variants within LCE gene cluster at 1q21.	Psoriasis	1,139 Han Chinese ancestry cases, 1,132 Han Chinese ancestry controls	5,721 Chinese ancestry cases, 7,340 Chinese ancestry controls	1q21.3	1	152577542	LCE3D, LCE3A	LCE3E - LCE3D	353145	84648		10772	1842	rs4085613-A	rs4085613	0	4085613	downstream_gene_variant	1	0.43	7E-30	29.154901959985743		1.32	[1.25-1.39]	Illumina [494902]	N
2009-02-07	19169255	Zhang XJ	2009-01-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19169255	Psoriasis genome-wide association study identifies susceptibility variants within LCE gene cluster at 1q21.	Psoriasis	1,139 Han Chinese ancestry cases, 1,132 Han Chinese ancestry controls	5,721 Chinese ancestry cases, 7,340 Chinese ancestry controls	5q33.3	5	159323761	IL12B	IL12B, LOC107986469			3593, 107986469			rs3213094-A	rs3213094	0	3213094	intron_variant	0	0.45	3E-26	25.522878745280337		1.28	[1.23-1.35]	Illumina [494902]	N
2009-02-07	19169255	Zhang XJ	2009-01-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19169255	Psoriasis genome-wide association study identifies susceptibility variants within LCE gene cluster at 1q21.	Psoriasis	1,139 Han Chinese ancestry cases, 1,132 Han Chinese ancestry controls	5,721 Chinese ancestry cases, 7,340 Chinese ancestry controls	6p21.33	6	31188008	MHC	PSORS1C3 - HCG27	100130889	253018		10109	9752	rs1265181-?	rs1265181	0	1265181	intergenic_variant	1	NR	2E-208	207.69897000433602		22.62		Illumina [494902]	N
2009-02-06	19169254	Nair RP	2009-01-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19169254	Genome-wide scan reveals association of psoriasis with IL-23 and NF-kappaB pathways.	Psoriasis	1,359 European ancestry cases, 1,400 European ancestry controls	5,048 European ancestry cases, 5,041 European ancestry controls	6p21.33	6	31285148	HLA-C	RPL3P2 - WASF5P	116935	387122		3577	2353	rs12191877-T	rs12191877	0	12191877	downstream_gene_variant	1	0.15	1E-100	100.0		2.64	[NR]	Perlegen [~ 2500000] (imputed)	N
2009-02-06	19169254	Nair RP	2009-01-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19169254	Genome-wide scan reveals association of psoriasis with IL-23 and NF-kappaB pathways.	Psoriasis	1,359 European ancestry cases, 1,400 European ancestry controls	5,048 European ancestry cases, 5,041 European ancestry controls	5q33.3	5	159290781	IL12B	UBLCP1 - LOC105377683	134510	105377683		4741	20011	rs2082412-G	rs2082412	0	2082412	downstream_gene_variant	1	0.80	2E-28	27.69897000433602		1.44	[NR]	Perlegen [~ 2500000] (imputed)	N
