2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	3p14.2	3	61963062	PTPRG	PTPRG			5793			rs704341-A	rs704341	0	704341	intron_variant	0	0.07	6E-7	6.221848749616356	(cohort study)	1.73	[1.40-2.14]	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	4q12	4	56821138	SPINK2	SPINK2			6691			rs781542-A	rs781542	0	781542	intron_variant	0	0.32	1E-6	6.0	(cohort study)	1.35	[1.20-1.53]	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	5q31.1	5	136060763	TGFBI	TGFBI			7045			rs13168506-A	rs13168506	0	13168506	intron_variant	0	0.27	3E-7	6.522878745280337	(cohort study)	1.33	[1.19-1.49]	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	6q16.1	6	93779501	TSG1	TSG1 - LOC100132830	643432	100132830		3020	663297	rs9345396-T	rs9345396	0	9345396	intergenic_variant	1	0.01	1E-7	7.0	(cohort study)	5.78	[3.03-11.02]	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	10p14	10	9235562	GATA3	LOC101928272			101928272			rs768606-A	rs768606	0	768606	intergenic_variant	0	0.07	1E-7	7.0	(cohort study)	1.62	[1.35-1.94]	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	10q11.23	10	48703312	WDFY4	WDFY4			57705			rs17771318-A	rs17771318	0	17771318	intron_variant	0	0.01	9E-8	7.045757490560675	(cohort study)	4.29	[2.52-7.32]	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	11p15.3	11	12213613	MICAL2	MICAL2			9645			rs12291066-A	rs12291066	0	12291066	intron_variant	0	0.11	8E-7	6.096910013008056	(cohort study)	1.45	[1.25-1.69]	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	15q21.3	15	58259495	ALDH1A2, AQP9, LIPC	LOC101928635			101928635			rs4471613-A	rs4471613	0	4471613	intron_variant	0	0.02	4E-8	7.3979400086720375	(cohort study)	2.26	[1.69-3.03]	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	17p13.1	17	7908297	CHD3	CHD3			1107			rs9899375-T	rs9899375	0	9899375	intron_variant	0	0.03	1E-8	8.0	(cohort study)	2.57	[1.86-3.55]	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	21q11.2	21	14035713	C21orf81	LOC105377134			105377134			rs2822388-G	rs2822388	0	2822388	intron_variant	0	0.02	5E-7	6.301029995663981	(cohort study)	2.3809524	[1.69-3.33]	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	21q21.3	21	30146989	CLDN17	GRIK1 - CLDN17	2897	26285		206937	18934	rs7283054-C	rs7283054	0	7283054	intergenic_variant	1	0.02	1E-6	6.0	(cohort study)	2.69	[1.81-4.00]	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	1p31.1	1	80373593	ELTD1	HMGB1P18 - HNRNPA1P64	646526	100129325		89424	77355	rs1937787-T	rs1937787	0	1937787	non_coding_transcript_exon_variant	1	0.84	7E-7	6.154901959985743		0.27	[0.17-0.37] unit decrease	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	2q14.1	2	113090051	IL1RN, IL1F10, IL36RN	RNU6-1180P - IL1RN	106481552	3557		3145	9314	rs11681884-T	rs11681884	0	11681884	downstream_gene_variant	1	0.43	6E-7	6.221848749616356		0.24	[0.14-0.34] unit decrease	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	3p14.2	3	61963062	PTPRG	PTPRG			5793			rs704341-A	rs704341	0	704341	intron_variant	0	0.07	6E-7	6.221848749616356		0.55	[0.33-0.77] unit increase	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	5q35.2	5	174535039	MSX2, NKX2-5	LOC105377739			105377739			rs4867766-A	rs4867766	0	4867766	downstream_gene_variant	0	0.08	5E-7	6.301029995663981		0.41	[0.25-0.57] unit increase	Affymetrix, Illumina [up to 2600000] (imputed)	N
2016-07-08	26089329	Carty CL	2015-06-18	Stroke	www.ncbi.nlm.nih.gov/pubmed/26089329	Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.	Stroke	up to 1,592 African American cases, up to 13,154 African American controls	NA	5q35.2	5	173446917	SUMO2P6, GAPDHP71	LOC105377732			105377732			rs7705819-T	rs7705819	0	7705819	intron_variant	0	0.64	9E-7	6.045757490560675		0.23	[0.13-0.33] unit increase	Affymetrix, Illumina [up to 2600000] (imputed)	N
